node_id,katz_centrality,in_degree,out_degree
1119751,0.002568,0,4
1152075,0.002568,0,2
167656,0.002568,0,5
197783,0.002568,0,3
28641,0.002568,0,4
321861,0.003546,1,2
350362,0.002568,0,3
4660,0.009044,4,4
59045,0.003546,1,2
65650,0.006477,4,5
2654,0.015644,13,0
1104851,0.002568,0,4
1106630,0.002568,0,5
1107861,0.002568,0,3
1110438,0.002568,0,4
1121867,0.002568,0,5
1123926,0.002568,0,2
211906,0.002568,0,1
27250,0.002568,0,4
463825,0.002568,0,4
52784,0.003546,1,4
2658,0.029749,17,3
1115375,0.002568,0,3
1130676,0.002568,0,4
1130808,0.002568,0,3
1131607,0.002568,0,3
1132948,0.002568,0,3
1135899,0.002568,0,3
1140230,0.002568,0,2
230884,0.006849,4,3
236759,0.002568,0,4
282700,0.003546,1,1
395540,0.003546,1,2
578347,0.004146,1,5
696342,0.002568,0,3
696345,0.016819,4,4
696346,0.002568,0,5
751408,0.003546,1,4
99023,0.007301,3,3
2663,0.003546,1,1
1119671,0.002568,0,1
2665,0.074013,28,3
1105574,0.002568,0,3
1113035,0.002568,0,3
1122704,0.002568,0,2
1132486,0.002568,0,4
205192,0.012232,3,2
237489,0.031706,2,2
43639,0.004523,2,1
578306,0.004146,1,3
578309,0.004146,1,5
578337,0.014677,5,4
582139,0.004523,2,2
630817,0.003546,1,1
631052,0.002568,0,5
763009,0.005500,3,3
2695,0.012368,4,4
1108169,0.002568,0,3
1120197,0.002568,0,2
2698,0.013346,5,2
342802,0.007274,1,4
2696,0.057589,17,1
1114192,0.002568,0,4
1118083,0.002568,0,3
1123239,0.002568,0,2
1133004,0.002568,0,2
256106,0.003546,1,3
469504,0.002568,0,3
5348,0.045540,15,1
99025,0.002568,0,5
2702,0.013039,4,0
1120777,0.002568,0,4
12330,0.016512,9,1
395553,0.004895,2,4
72056,0.003546,1,1
1107171,0.002568,0,4
255233,0.003546,1,2
33303,0.002568,0,4
3085,0.021777,6,3
15889,0.011923,7,1
221302,0.003546,1,3
30973,0.002568,0,2
395725,0.004523,2,4
5062,0.021169,5,2
110162,0.005723,2,4
218682,0.003918,1,2
1106236,0.002568,0,4
129045,0.004523,2,2
110164,0.002568,0,5
70441,0.002568,0,3
3112,0.020960,8,2
103529,0.003546,1,2
1152564,0.002568,0,2
470511,0.002568,0,3
77826,0.011520,2,2
77829,0.011520,2,1
3187,0.028462,5,1
1110000,0.002568,0,2
129896,0.002568,0,4
280876,0.003546,1,2
5086,0.056803,11,3
3191,0.062397,15,4
105865,0.005780,2,2
1106789,0.002568,0,2
1127530,0.002568,0,2
1131267,0.002568,0,2
137873,0.002568,0,3
162664,0.010053,5,2
308920,0.002568,0,3
310742,0.002568,0,3
3192,0.055379,8,3
423463,0.002568,0,3
561364,0.003546,1,3
642827,0.002568,0,5
3217,0.008942,5,0
167670,0.003546,1,5
238099,0.003546,1,2
86840,0.002568,0,5
3218,0.033036,15,0
1106492,0.002568,0,4
1119987,0.002568,0,3
1120169,0.002568,0,4
1152290,0.002568,0,4
1153264,0.002568,0,2
187354,0.005500,3,2
277263,0.002568,0,3
35070,0.002568,0,2
417017,0.002568,0,4
6639,0.012237,4,3
66782,0.004523,2,1
6767,0.024770,7,2
6941,0.003546,1,3
3220,0.023607,17,1
1115677,0.002568,0,2
1125992,0.002568,0,5
1128430,0.002568,0,3
1130634,0.002568,0,2
1131728,0.002568,0,5
1132706,0.002568,0,2
120039,0.002568,0,3
145215,0.006244,3,4
346243,0.003918,1,2
36620,0.006244,3,4
39124,0.002568,0,3
40922,0.002568,0,1
429805,0.002568,0,4
654177,0.003546,1,4
69397,0.002568,0,3
8832,0.003546,1,1
3222,0.008432,6,0
1103737,0.002568,0,4
1114222,0.002568,0,3
1131137,0.002568,0,5
1132157,0.002568,0,2
964248,0.002568,0,3
3223,0.007827,5,0
3229,0.114213,61,4
100197,0.006385,3,1
1105718,0.002568,0,3
1106568,0.002568,0,2
1108209,0.002568,0,2
1109392,0.002568,0,3
1112767,0.002568,0,2
1125082,0.002568,0,1
1125895,0.002568,0,2
1126037,0.002568,0,2
1128868,0.002568,0,2
1130915,0.002568,0,2
1130927,0.002568,0,2
1130931,0.002568,0,2
1132418,0.002568,0,4
1140289,0.002568,0,2
1152277,0.002568,0,4
1152673,0.002568,0,4
1154251,0.002568,0,4
118559,0.004523,2,1
133550,0.005872,3,2
16461,0.003546,1,2
189577,0.002568,0,4
25181,0.011552,6,2
25184,0.004895,2,4
27174,0.008443,4,3
27631,0.008616,3,5
31769,0.007468,2,4
33412,0.006987,3,1
35343,0.003546,1,3
35863,0.007301,3,3
35922,0.025354,13,4
390922,0.002568,0,3
396412,0.002568,0,5
444191,0.009758,2,2
447250,0.002568,0,4
52515,0.014447,3,2
62347,0.003546,1,2
641976,0.014228,3,3
654326,0.005723,2,2
7022,0.002568,0,1
72101,0.003546,1,2
82087,0.002568,0,4
919885,0.002568,0,1
92065,0.003546,1,2
96335,0.002568,0,5
3231,0.054558,32,5
104840,0.002568,0,4
1102761,0.002568,0,3
1106330,0.002568,0,3
1106370,0.002568,0,3
1107067,0.002568,0,5
1113926,0.002568,0,2
1115471,0.002568,0,2
1128536,0.002568,0,2
1153169,0.002568,0,2
180399,0.004895,2,2
20850,0.002568,0,4
259126,0.002568,0,2
3237,0.003546,1,4
328370,0.002568,0,2
49660,0.005550,2,4
6334,0.035054,13,4
63477,0.002568,0,3
63486,0.006385,3,5
66594,0.004289,1,5
68463,0.002568,0,3
8699,0.004523,2,3
8821,0.004523,2,3
3232,0.010436,7,0
20942,0.002568,0,2
521251,0.003546,1,3
1125467,0.002568,0,2
192850,0.004146,1,4
272720,0.004146,1,4
509379,0.003546,1,2
976284,0.002568,0,5
3235,0.005267,2,0
3236,0.015956,5,0
601561,0.002568,0,3
3240,0.025163,6,1
1110531,0.002568,0,3
39130,0.022477,4,2
3243,0.018651,12,0
1103610,0.002568,0,2
1110947,0.002568,0,4
1113739,0.002568,0,4
307336,0.004523,2,2
31932,0.005825,1,4
368431,0.003546,1,3
854434,0.002568,0,1
3932,0.008095,1,2
5075,0.014524,3,1
4274,0.005500,3,0
1105428,0.002568,0,3
1114664,0.002568,0,2
1119078,0.002568,0,3
4329,0.012651,7,1
105899,0.003546,1,4
1110768,0.002568,0,1
28254,0.006849,4,5
395547,0.002568,0,4
46468,0.005831,1,3
510718,0.002568,0,3
4330,0.061694,38,2
1103676,0.002568,0,3
1104449,0.002568,0,3
11093,0.006478,1,1
1112929,0.002568,0,2
1132459,0.002568,0,2
1132461,0.002568,0,5
1136393,0.002568,0,2
1152917,0.002568,0,2
118436,0.002568,0,4
119956,0.002568,0,2
120013,0.002568,0,2
151708,0.003546,1,1
168410,0.002568,0,5
32688,0.006979,2,1
37884,0.003546,1,3
390889,0.002568,0,4
428610,0.002568,0,3
684986,0.005780,2,1
69418,0.002568,0,2
753265,0.010316,1,2
949217,0.002568,0,4
4335,0.036168,16,0
1104300,0.002568,0,2
1121254,0.002568,0,3
1136310,0.002568,0,1
1140547,0.002568,0,2
116790,0.003546,1,4
239800,0.004146,1,4
32698,0.004146,1,4
62274,0.008265,3,3
62417,0.004895,2,1
755082,0.003546,1,1
95718,0.004146,1,4
4553,0.003546,1,0
1102548,0.002568,0,1
4584,0.311404,32,0
1120020,0.002568,0,3
1130567,0.002568,0,5
13885,0.008198,5,2
13917,0.003546,1,2
293285,0.002568,0,2
6184,0.071364,8,4
6210,0.003546,1,4
628815,0.003546,1,2
4637,0.003546,1,1
164,0.002568,0,5
4649,0.027131,9,0
1105887,0.002568,0,2
1127851,0.002568,0,5
135765,0.004431,1,2
135766,0.007466,3,1
411092,0.002568,0,3
449841,0.003546,1,3
8703,0.031326,15,4
429781,0.002568,0,3
5038,0.002568,0,4
4804,0.065832,14,4
102884,0.004146,1,1
1108175,0.002568,0,2
1112574,0.002568,0,3
1153262,0.002568,0,4
12182,0.032720,20,3
12210,0.080606,7,3
157761,0.004911,1,4
25805,0.006477,4,4
45189,0.015287,8,3
68505,0.002568,0,2
77515,0.004146,1,3
989397,0.002568,0,4
4983,0.004572,1,0
7867,0.005267,2,1
5055,0.008432,6,0
28026,0.013547,2,2
5064,0.017356,7,4
5069,0.011498,3,5
1121176,0.002568,0,1
1129106,0.002568,0,1
272345,0.002568,0,2
385067,0.003546,1,3
109323,0.004626,1,1
1105698,0.002568,0,1
137849,0.005408,2,2
354004,0.003546,1,1
440815,0.005965,1,2
79809,0.020888,8,5
5194,0.011034,5,0
1152714,0.002568,0,3
133563,0.007694,3,3
133566,0.003546,1,4
140569,0.002568,0,2
139547,0.002568,0,3
75695,0.006477,4,2
911198,0.002568,0,4
5454,0.005500,3,0
1128425,0.002568,0,4
1130680,0.002568,0,3
5600,0.011233,5,1
1022969,0.002568,0,2
1117833,0.002568,0,1
5959,0.008050,4,1
152226,0.003546,1,2
545647,0.004146,1,3
582511,0.004146,1,3
5966,0.011130,8,0
1107572,0.002568,0,3
12211,0.004289,1,2
27612,0.008740,2,3
385251,0.002568,0,2
6130,0.009686,5,3
1154123,0.002568,0,5
1154124,0.002568,0,5
671269,0.007455,5,1
675847,0.003546,1,2
1106547,0.002568,0,3
1107355,0.002568,0,4
1385,0.002568,0,4
6152,0.003546,1,2
6163,0.018867,8,4
1106966,0.002568,0,3
20534,0.014154,7,3
96847,0.003546,1,4
6169,0.012061,6,1
1114629,0.002568,0,2
170338,0.002568,0,3
7419,0.010153,7,3
10981,0.011051,2,1
1120731,0.002568,0,5
13686,0.035681,4,4
399339,0.003546,1,3
1153056,0.002568,0,2
81350,0.004523,2,3
6209,0.018571,11,0
1108329,0.002568,0,5
118259,0.005723,2,1
118260,0.004146,1,3
181782,0.002568,0,3
212930,0.002568,0,4
8875,0.007455,5,5
95579,0.002568,0,4
1105764,0.002568,0,5
1109957,0.002568,0,3
1111230,0.002568,0,2
1113182,0.002568,0,3
1113459,0.002568,0,5
1117760,0.002568,0,3
1122425,0.002568,0,4
1123553,0.002568,0,2
1128267,0.002568,0,2
1129096,0.002568,0,2
1129243,0.002568,0,3
13193,0.006665,2,3
153598,0.003546,1,2
17208,0.008198,5,4
195361,0.003546,1,1
218410,0.005638,2,1
23774,0.005500,3,2
241133,0.003546,1,2
293271,0.003546,1,1
353541,0.002568,0,3
6224,0.012073,3,5
628667,0.003546,1,2
628668,0.002568,0,4
672064,0.006254,1,2
1115886,0.002568,0,1
1152740,0.002568,0,3
28447,0.006013,3,4
6378,0.005500,3,3
93320,0.002568,0,3
95589,0.002568,0,5
6216,0.009404,6,0
230300,0.004146,1,3
6238,0.006477,4,0
10793,0.002568,0,1
1123991,0.002568,0,1
1130356,0.002568,0,1
84459,0.002568,0,2
6311,0.006477,4,3
235776,0.002568,0,4
6318,0.006477,4,0
1108656,0.002568,0,2
1121057,0.002568,0,2
20833,0.002568,0,2
1152307,0.002568,0,3
1152448,0.002568,0,3
1152975,0.002568,0,3
1153703,0.002568,0,3
6343,0.008198,5,0
141868,0.003546,1,4
359067,0.002568,0,3
521252,0.003546,1,2
6344,0.004523,2,0
1112665,0.002568,0,1
6346,0.004523,2,0
1106103,0.002568,0,2
1112075,0.002568,0,2
28473,0.002568,0,2
6385,0.015220,8,0
1103162,0.002568,0,4
682666,0.002568,0,5
892139,0.002568,0,4
6539,0.003546,1,4
1102646,0.002568,0,2
116084,0.008106,4,3
178209,0.011190,5,1
568045,0.002568,0,4
6741,0.035938,9,0
1130637,0.002568,0,1
1153160,0.002568,0,2
348437,0.002568,0,3
49895,0.002568,0,1
51909,0.005500,3,3
83725,0.058452,5,3
9708,0.008340,5,1
1120444,0.002568,0,4
6925,0.010456,5,2
6775,0.005036,2,1
1111240,0.002568,0,5
350319,0.003918,1,2
6782,0.004523,2,0
6784,0.020848,8,0
100961,0.004254,1,2
1116629,0.002568,0,2
60170,0.004431,1,2
6786,0.004523,2,0
714975,0.002568,0,4
6814,0.012992,9,0
1117348,0.002568,0,2
1125469,0.002568,0,5
158172,0.003918,1,3
293974,0.003546,1,5
300071,0.002568,0,5
315266,0.002568,0,3
390896,0.002568,0,3
445938,0.003546,1,4
6818,0.019546,8,2
1105531,0.002568,0,4
50336,0.020111,5,2
50337,0.007145,3,3
6898,0.040615,6,3
1123188,0.002568,0,5
124224,0.019742,2,1
12631,0.052087,8,1
431206,0.004146,1,4
6910,0.016328,9,5
78994,0.005123,2,2
1117219,0.002568,0,2
1132083,0.002568,0,3
1152150,0.002568,0,3
1154103,0.002568,0,4
169279,0.004523,2,2
263553,0.011107,3,2
662416,0.003546,1,4
6913,0.037893,10,2
1105011,0.002568,0,1
1131230,0.002568,0,1
703953,0.002568,0,1
1153811,0.002568,0,4
1155073,0.002568,0,3
20857,0.004523,2,1
308003,0.002568,0,2
1114526,0.002568,0,3
1118658,0.002568,0,3
372862,0.002568,0,4
57922,0.006158,2,2
57948,0.006866,3,5
6935,0.013324,8,2
101660,0.003546,1,1
1115670,0.002568,0,2
6939,0.003546,1,2
1116922,0.002568,0,2
323128,0.002568,0,4
52847,0.004523,2,1
7041,0.003546,1,0
1120880,0.002568,0,1
7047,0.009083,5,0
1135082,0.002568,0,3
14549,0.004895,2,3
54844,0.003546,1,1
7272,0.008780,4,0
1136446,0.002568,0,5
763181,0.002568,0,4
7296,0.003546,1,0
763010,0.007221,4,1
1107312,0.002568,0,4
7430,0.004895,2,4
1153287,0.002568,0,4
95586,0.003546,1,3
7532,0.014868,6,2
1121603,0.002568,0,3
1153097,0.002568,0,3
141171,0.003546,1,5
314459,0.003546,1,4
7537,0.015205,7,1
80515,0.004895,2,2
1113534,0.002568,0,1
1131348,0.002568,0,1
409255,0.003546,1,1
1138027,0.002568,0,2
315789,0.004523,2,1
8079,0.012240,7,1
105057,0.002568,0,4
8224,0.124727,25,1
1108728,0.002568,0,3
1111788,0.002568,0,3
1128531,0.002568,0,3
1132815,0.002568,0,2
11342,0.013958,3,3
1153148,0.002568,0,3
1153866,0.002568,0,2
133615,0.005872,3,1
22431,0.015372,6,2
22563,0.108581,19,3
23738,0.075967,15,2
55403,0.003546,1,2
601567,0.002568,0,2
