node_id,eigen_centrality,katz_centrality,in_degree,out_degree,foundational,frontier,rank_indeg,rank_eig,rank_katz
41714,0.0,0.028737,11,2,True,False,64,108,113
1959,0.0,0.024595,10,0,True,False,78,508,131
240321,0.0,0.013456,10,0,True,False,85,2416,270
287787,0.0,0.019935,10,2,True,False,76,95,167
56115,0.0,0.019932,10,2,True,False,82,1966,168
32083,0.0,0.129536,10,0,True,False,81,1739,18
6913,0.0,0.037893,10,2,True,False,79,1080,82
10183,0.0,0.018301,10,1,True,False,80,1220,186
65074,0.0,0.032354,10,2,True,False,83,2016,96
73162,0.0,0.019292,10,0,True,False,84,2062,176
35797,0.0,0.016029,10,4,True,False,77,483,216
28957,0.0,0.025278,9,0,True,False,105,1691,125
108047,0.0,0.017323,9,4,True,False,104,1670,194
4649,0.0,0.027131,9,0,True,False,95,874,117
153063,0.0,0.026168,9,3,True,False,108,1826,119
27623,0.0,0.015099,9,0,True,False,103,1655,231
27627,0.0,0.020182,9,1,True,False,102,1616,162
202639,0.0,0.031163,9,2,True,False,101,1615,103
103515,0.0,0.018862,9,2,True,False,86,12,180
77758,0.0,0.053566,9,1,True,False,90,442,61
12330,0.0,0.016512,9,1,True,False,94,639,207
45605,0.0,0.019188,9,3,True,False,106,1743,178
1997,0.0,0.02719,9,2,True,False,91,514,116
77438,0.0,0.017531,9,2,True,False,107,1799,189
40151,0.0,0.013916,9,1,True,False,93,535,255
3233,0.0,0.022959,9,4,True,False,92,521,139
503883,0.0,0.014391,9,2,True,False,87,116,246
20602,0.0,0.026589,9,2,True,False,100,1315,118
6910,0.0,0.016328,9,5,True,False,98,1071,211
17476,0.0,0.011364,9,4,True,False,88,225,336
6741,0.0,0.035938,9,0,True,False,96,1033,87
6814,0.0,0.012992,9,0,True,False,97,1053,284
11335,0.0,0.014388,9,0,True,False,99,1260,247
6151,0.0,0.152236,9,3,True,False,89,269,16
123825,0.0,0.011502,8,2,True,False,130,1503,329
20584,0.0,0.013446,8,0,True,False,131,1538,272
33231,0.0,0.011643,8,0,True,False,134,1749,322
575077,0.0,0.024121,8,2,True,False,110,129,133
28287,0.0,0.016218,8,5,True,False,111,201,213
54132,0.0,0.013837,8,0,True,False,135,1959,257
59798,0.0,0.018749,8,0,True,False,136,1988,181
29492,0.0,0.07243,8,0,True,False,133,1695,41
12631,0.0,0.052087,8,1,True,False,123,1069,63
16485,0.0,0.013235,8,0,True,False,129,1428,276
3192,0.0,0.055379,8,3,True,False,114,677,58
25702,0.0,0.052513,8,1,True,False,128,1391,62
5966,0.0,0.01113,8,0,True,False,118,931,349
3112,0.0,0.02096,8,2,True,False,113,657,153
79809,0.0,0.020888,8,5,True,False,117,912,157
8872,0.0,0.012617,8,0,True,False,126,1177,291
6935,0.0,0.013324,8,2,True,False,124,1093,275
1956,0.0,0.013467,8,4,True,False,109,75,268
6385,0.0,0.01522,8,0,True,False,120,1024,228
6784,0.0,0.020848,8,0,True,False,121,1047,158
936,0.0,0.019827,8,0,True,False,112,318,169
6163,0.0,0.018867,8,4,True,False,119,945,179
12195,0.0,0.060648,8,3,True,False,127,1289,49
8594,0.0,0.016035,8,0,True,False,125,1152,215
22386,0.0,0.01546,8,0,True,False,132,1563,223
45189,0.0,0.015287,8,3,True,False,116,893,226
6184,0.0,0.071364,8,4,True,False,115,869,42
205196,0.0,0.013014,8,2,True,False,137,2372,283
6818,0.0,0.019546,8,2,False,False,122,1062,173
8874,0.0,0.01318,7,0,False,False,154,1182,277
8079,0.0,0.01224,7,1,False,False,153,1127,303
141342,0.0,0.123052,7,1,False,False,138,65,20
67415,0.0,0.082512,7,3,False,False,155,1218,31
12210,0.0,0.080606,7,3,False,False,148,890,34
15889,0.0,0.011923,7,1,False,False,144,646,311
13212,0.0,0.011038,7,0,False,False,158,1338,354
14430,0.0,0.016239,7,0,False,False,160,1377,212
5064,0.0,0.017356,7,4,False,False,149,901,193
13658,0.0,0.011038,7,0,False,False,159,1351,355
7537,0.0,0.015205,7,1,False,False,152,1120,229
84021,0.0,0.013152,7,5,False,False,139,169,279
906,0.0,0.03954,7,0,False,False,141,274,80
20534,0.0,0.014154,7,3,False,False,150,947,250
7419,0.0,0.010153,7,3,False,False,151,952,388
194609,0.0,0.014898,7,0,False,False,167,2358,236
3232,0.0,0.010436,7,0,False,False,146,792,375
23507,0.0,0.019727,7,4,False,False,142,428,171
36162,0.0,0.011693,7,0,False,False,165,1802,316
8865,0.0,0.017468,7,1,False,False,140,172,192
31479,0.0,0.016605,7,0,False,False,163,1722,205
27895,0.0,0.042331,7,0,False,False,162,1661,74
4329,0.0,0.012651,7,1,False,False,147,820,290
6767,0.0,0.02477,7,2,False,False,145,697,130
2354,0.0,0.01752,7,2,False,False,143,529,190
12638,0.0,0.056831,7,1,False,False,157,1329,55
56112,0.0,0.040306,7,2,False,False,156,1323,79
17201,0.0,0.012295,7,0,False,False,161,1445,299
40886,0.0,0.014225,7,0,False,False,166,1857,249
35778,0.0,0.022739,7,1,False,False,164,1783,140
6196,0.0,0.009919,6,3,False,False,169,214,395
578646,0.0,0.008432,6,3,False,False,205,1949,464
33895,0.0,0.009176,6,1,False,False,199,1761,420
20924,0.0,0.013114,6,3,False,False,193,1550,280
24974,0.0,0.010857,6,0,False,False,195,1621,363
44455,0.0,0.022616,6,1,False,False,203,1864,142
753047,0.0,0.020362,6,3,False,False,215,2683,161
25772,0.0,0.018544,6,2,False,False,196,1630,184
58758,0.0,0.024805,6,1,False,False,206,1983,129
28290,0.0,0.017885,6,2,False,False,168,93,187
32276,0.0,0.020365,6,0,False,False,198,1745,160
3240,0.0,0.025163,6,1,False,False,175,803,128
28504,0.0,0.010397,6,0,False,False,197,1681,376
6898,0.0,0.040615,6,3,False,False,179,1066,77
22431,0.0,0.015372,6,2,False,False,181,1138,225
642681,0.0,0.015033,6,1,False,False,213,2597,233
6169,0.0,0.012061,6,1,False,False,177,949,307
10435,0.0,0.028894,6,3,False,False,184,1227,111
6216,0.0,0.009404,6,0,False,False,178,997,412
17798,0.0,0.04393,6,1,False,False,182,1206,73
12198,0.0,0.013652,6,3,False,False,183,1213,261
5055,0.0,0.008432,6,0,False,False,176,899,463
38722,0.0,0.044302,6,2,False,False,185,1293,72
7532,0.0,0.014868,6,2,False,False,180,1115,238
45533,0.0,0.012356,6,0,False,False,204,1890,297
3222,0.0,0.008432,6,0,False,False,173,716,462
210872,0.0,0.724655,6,0,False,False,212,2381,2
154982,0.0,0.008432,6,2,False,False,171,520,461
643239,0.647989,0.15335,6,2,False,False,214,2,15
137868,0.0,0.009632,6,1,False,False,202,1825,407
38537,0.0,0.022275,6,0,False,False,201,1822,146
3085,0.0,0.021777,6,3,False,False,172,645,148
116545,0.0,0.010232,6,0,False,False,211,2194,385
12337,0.0,0.011616,6,0,False,False,186,1306,323
94639,0.0,0.010911,6,0,False,False,209,2143,362
94641,0.0,0.009765,6,1,False,False,210,2144,399
75969,0.0,0.009176,6,1,False,False,208,2086,421
15987,0.0,0.033705,6,0,False,False,190,1408,93
14531,0.0,0.011176,6,0,False,False,189,1381,347
14428,0.0,0.015262,6,0,False,False,187,1369,227
19231,0.0,0.011691,6,0,False,False,192,1495,317
16437,0.0,0.011527,6,0,False,False,191,1416,326
14429,0.0,0.011764,6,3,False,False,188,1372,314
144701,0.0,0.015428,6,2,False,False,194,1558,224
74427,0.0,0.020936,6,1,False,False,207,2070,156
25181,0.0,0.011552,6,2,False,False,174,746,325
36802,0.0,0.016384,6,1,False,False,200,1804,210
6923,0.0,0.011176,6,3,False,False,170,381,346
644577,0.200366,0.047368,5,2,False,False,308,7,68
93555,0.0,0.014064,5,1,False,False,229,448,251
63931,0.0,0.009827,5,2,False,False,235,558,397
3097,0.0,0.016022,5,3,False,False,231,509,217
103482,0.0,0.009455,5,1,False,False,216,11,411
1999,0.0,0.008853,5,0,False,False,234,524,441
7032,0.0,0.008198,5,1,False,False,233,523,477
1717,0.0,0.009023,5,4,False,False,230,476,430
28487,0.0,0.010092,5,0,False,False,276,1677,390
87417,0.0,0.01165,5,3,False,False,288,1979,321
59626,0.0,0.012738,5,0,False,False,289,1986,289
42221,0.0,0.010488,5,0,False,False,283,1869,371
227178,0.0,0.00857,5,1,False,False,284,1880,451
78557,0.0,0.023503,5,4,False,False,277,1758,136
66556,0.0,0.015086,5,3,False,False,220,157,232
37888,0.0,0.013519,5,2,False,False,279,1806,264
33823,0.0,0.034976,5,0,False,False,278,1759,90
61069,0.0,0.007455,5,2,False,False,281,1821,535
37483,0.0,0.031823,5,1,False,False,280,1809,97
714256,0.0,0.009549,5,1,False,False,282,1851,409
73327,0.0,0.007455,5,3,False,False,232,512,532
235679,0.0,0.010456,5,2,False,False,303,2412,374
193352,0.0,0.011656,5,1,False,False,302,2356,320
235683,0.0,0.013456,5,0,False,False,304,2414,269
45188,0.0,0.012294,5,2,False,False,285,1886,300
46887,0.0,0.009686,5,0,False,False,286,1904,402
51049,0.0,0.030173,5,0,False,False,287,1931,107
3223,0.0,0.007827,5,0,False,False,242,722,501
85688,0.0,0.068588,5,1,False,False,228,383,44
20923,0.0,0.015636,5,0,False,False,272,1547,222
64271,0.0,0.013164,5,2,False,False,271,1515,278
66990,0.0,0.0089,5,4,False,False,269,1508,436
19697,0.0,0.010371,5,1,False,False,270,1511,378
23116,0.0,0.009314,5,4,False,False,274,1589,416
27530,0.0,0.009649,5,0,False,False,275,1648,404
13885,0.0,0.008198,5,2,False,False,244,866,478
23070,0.0,0.017116,5,5,False,False,273,1582,198
3236,0.0,0.015956,5,0,False,False,243,801,218
30895,0.0,0.007827,5,5,False,False,227,370,500
579008,0.0,0.00917,5,3,False,False,219,136,422
108974,0.0,0.013503,5,0,False,False,296,2178,265
126927,0.0,0.037171,5,5,False,False,295,2169,83
6130,0.0,0.009686,5,3,False,False,247,936,401
89416,0.0,0.031211,5,2,False,False,221,251,102
56709,0.0,0.013764,5,4,False,False,264,1324,258
66751,0.0,0.009255,5,0,False,False,292,2026,417
70444,0.0,0.00857,5,0,False,False,293,2049,452
62329,0.0,0.012756,5,1,False,False,290,1995,288
16471,0.0,0.009151,5,1,False,False,268,1422,424
3217,0.0,0.008942,5,0,False,False,241,681,431
33907,0.0,0.007827,5,4,False,False,218,103,498
195792,0.0,0.009999,5,2,False,False,291,1997,392
162664,0.0,0.010053,5,2,False,False,240,674,391
5600,0.0,0.011233,5,1,False,False,246,924,342
5194,0.0,0.011034,5,0,False,False,245,913,356
112378,0.0,0.009597,5,5,False,False,226,359,408
6125,0.0,0.010458,5,5,False,False,225,354,372
97390,0.0,0.010943,5,1,False,False,265,1363,360
56167,0.0,0.007827,5,3,False,False,266,1384,502
714289,0.0,0.012506,5,4,False,False,267,1411,295
1246,0.0,0.01172,5,0,False,False,224,350,315
3187,0.0,0.028462,5,1,False,False,239,663,114
5062,0.0,0.021169,5,2,False,False,238,650,152
2698,0.0,0.013346,5,2,False,False,237,626,273
8875,0.0,0.007455,5,5,False,False,249,965,534
7047,0.0,0.009083,5,0,False,False,257,1102,427
6343,0.0,0.008198,5,0,False,False,251,1014,480
36145,0.0,0.008427,5,2,False,False,260,1159,465
33818,0.0,0.026044,5,5,False,False,262,1199,121
8617,0.0,0.011967,5,0,False,False,259,1157,308
27535,0.0,0.020938,5,2,False,False,261,1167,155
11339,0.0,0.010186,5,1,False,False,263,1259,386
17208,0.0,0.008198,5,4,False,False,250,980,479
1026,0.0,0.007827,5,0,False,False,223,333,499
671269,0.0,0.007455,5,1,False,False,248,939,533
578337,0.0,0.014677,5,4,False,False,236,618,240
8581,0.0,0.036125,5,2,False,False,258,1145,86
941,0.0,0.020085,5,0,False,False,222,329,164
74975,0.0,0.011327,5,0,False,False,294,2078,339
189566,0.0,0.015682,5,0,False,False,301,2345,220
198653,0.0,0.106208,5,2,False,False,217,78,25
143323,0.0,0.01311,5,0,False,False,300,2262,281
124952,0.0,0.007827,5,0,False,False,297,2210,503
135464,0.0,0.03168,5,0,False,False,298,2245,99
137790,0.0,0.017308,5,0,False,False,299,2251,195
6925,0.0,0.010456,5,2,False,False,255,1042,373
178209,0.0,0.01119,5,1,False,False,252,1031,345
83725,0.0,0.058452,5,3,False,False,253,1039,53
9708,0.0,0.00834,5,1,False,False,254,1040,469
50336,0.0,0.020111,5,2,False,False,256,1064,163
573553,0.0,0.008942,5,0,False,False,305,2532,432
633081,0.0,0.015784,5,0,False,False,306,2589,219
672070,0.0,0.014392,5,2,False,False,307,2590,245
672071,0.0,0.013684,4,2,False,False,409,2591,260
626530,0.0,0.007734,4,0,False,False,408,2578,507
523574,0.0,0.011657,4,0,False,False,407,2519,319
578845,0.0,0.008421,4,1,False,False,406,2448,466
1955,0.0,0.011825,4,0,False,False,330,499,313
1953,0.0,0.008667,4,0,False,False,329,495,447
1952,0.0,0.011067,4,1,False,False,328,493,351
3095,0.0,0.010985,4,2,False,False,327,492,358
49482,0.0,0.00878,4,3,False,False,325,434,443
3101,0.0,0.008878,4,3,False,False,326,490,438
116084,0.0,0.008106,4,3,False,False,349,1030,483
3828,0.0,0.011224,4,4,False,False,323,324,343
763010,0.0,0.007221,4,1,False,False,351,1110,555
7272,0.0,0.00878,4,0,False,False,350,1106,444
5462,0.0,0.036608,4,1,False,False,322,309,84
35905,0.0,0.011917,4,2,False,False,321,305,312
6318,0.0,0.006477,4,0,False,False,348,1006,616
6311,0.0,0.006477,4,3,False,False,347,1004,615
6238,0.0,0.006477,4,0,False,False,346,999,614
13686,0.0,0.035681,4,4,False,False,345,955,88
1237,0.0,0.007678,4,0,False,False,324,346,511
39131,0.0,0.038618,4,3,False,False,354,1208,81
51866,0.0,0.014724,4,2,False,False,353,1170,239
8591,0.0,0.007363,4,1,False,False,352,1148,539
11148,0.0,0.006849,4,0,False,False,356,1253,589
194617,0.0,0.00856,4,4,False,False,355,1236,453
35490,0.0,0.011252,4,1,False,False,320,267,341
101811,0.0,0.011313,4,2,False,False,360,1312,340
156977,0.0,0.006477,4,1,False,False,359,1303,617
12238,0.0,0.008337,4,0,False,False,358,1298,470
51180,0.0,0.09098,4,3,False,False,357,1294,29
19045,0.0,0.008278,4,2,False,False,319,261,474
5959,0.0,0.00805,4,1,False,False,344,927,488
75695,0.0,0.006477,4,2,False,False,343,919,613
25805,0.0,0.006477,4,4,False,False,342,892,612
15984,0.0,0.006477,4,0,False,False,363,1406,619
14529,0.0,0.006477,4,0,False,False,362,1378,618
504,0.0,0.022637,4,0,False,False,318,247,141
13654,0.0,0.007734,4,2,False,False,361,1345,505
18832,0.0,0.007221,4,0,False,False,367,1488,556
73146,0.0,0.016982,4,4,False,False,366,1473,201
16476,0.0,0.009201,4,0,False,False,365,1426,419
189571,0.0,0.007363,4,3,False,False,364,1414,540
22241,0.0,0.006477,4,1,False,False,371,1559,620
20179,0.0,0.016574,4,0,False,False,370,1517,206
91853,0.0,0.010733,4,4,False,False,369,1516,367
240791,0.0,0.012801,4,3,False,False,368,1504,287
87915,0.0,0.013648,4,2,False,False,373,1588,262
128,0.0,0.008524,4,4,False,False,317,194,455
63915,0.0,0.01234,4,2,False,False,372,1571,298
28254,0.0,0.006849,4,5,False,False,341,823,588
39130,0.0,0.022477,4,2,False,False,340,805,144
31483,0.0,0.008619,4,0,False,False,379,1724,448
31927,0.0,0.009996,4,3,False,False,378,1720,393
30817,0.0,0.048956,4,0,False,False,377,1705,67
29723,0.0,0.016866,4,2,False,False,376,1702,202
28491,0.0,0.007593,4,0,False,False,375,1679,520
28412,0.0,0.014054,4,0,False,False,374,1675,252
86359,0.0,0.007593,4,3,False,False,316,171,519
108983,0.0,0.012282,4,1,False,False,382,1785,301
108962,0.0,0.010545,4,4,False,False,381,1784,369
78552,0.0,0.030491,4,2,False,False,380,1757,106
189856,0.0,0.007678,4,2,False,False,384,1805,512
35852,0.0,0.008478,4,0,False,False,383,1791,457
27174,0.0,0.008443,4,3,False,False,339,748,459
6639,0.0,0.012237,4,3,False,False,338,695,304
427606,0.0,0.010354,4,1,False,False,313,109,379
300806,0.0,0.018377,4,1,False,False,389,1941,185
51879,0.0,0.01259,4,0,False,False,388,1934,293
48781,0.0,0.008878,4,1,False,False,387,1914,439
46547,0.0,0.011199,4,1,False,False,386,1900,344
42156,0.0,0.009508,4,0,False,False,385,1865,410
27510,0.0,0.006849,4,2,False,False,310,92,586
56119,0.0,0.007593,4,5,False,False,315,121,518
513189,0.0,0.009644,4,3,False,False,314,118,405
68224,0.0,0.007221,4,0,False,False,393,2045,557
171954,0.0,0.006477,4,2,False,False,392,2038,621
66564,0.0,0.009133,4,0,False,False,391,2023,425
65057,0.0,0.01093,4,1,False,False,390,2013,361
307015,0.0,0.007963,4,2,False,False,312,100,493
289781,0.0,0.007593,4,2,False,False,311,99,517
2702,0.0,0.013039,4,0,False,False,337,637,282
2695,0.0,0.012368,4,4,False,False,336,623,296
117328,0.0,0.010328,4,0,False,False,397,2195,382
284023,0.0,0.009873,4,2,False,False,396,2139,396
83847,0.0,0.007399,4,0,False,False,395,2113,538
75121,0.0,0.011349,4,2,False,False,394,2080,338
248425,0.0,0.007078,4,2,False,False,309,83,564
193347,0.0,0.008443,4,2,False,False,405,2354,460
179702,0.0,0.008022,4,0,False,False,404,2334,490
175548,0.0,0.014049,4,0,False,False,403,2326,253
162080,0.0,0.008878,4,2,False,False,402,2311,440
219446,0.0,0.007734,4,1,False,False,401,2265,506
137359,0.0,0.006477,4,0,False,False,400,2249,622
134219,0.0,0.008848,4,0,False,False,399,2241,442
141160,0.0,0.007914,4,1,False,False,398,2208,495
696345,0.0,0.016819,4,4,False,False,335,602,203
230884,0.0,0.006849,4,3,False,False,334,596,587
65650,0.0,0.006477,4,5,False,False,333,576,611
4660,0.0,0.009044,4,4,False,False,332,574,428
72908,0.0,0.010638,4,1,False,False,331,559,368
644448,0.0,0.007221,4,1,False,False,410,2617,558
646900,0.0,0.007221,4,0,False,False,411,2633,559
648112,0.0,0.009666,4,1,False,False,412,2638,403
853115,0.0,0.077374,4,0,False,False,413,2707,36
1213,0.0,0.005872,3,1,False,False,437,342,689
1035,0.0,0.005872,3,2,False,False,436,340,688
23258,0.0,0.005872,3,5,False,False,425,199,686
95594,0.0,0.006385,3,0,False,False,558,2148,633
95642,0.0,0.006811,3,0,False,False,559,2150,593
92589,0.0,0.006899,3,0,False,False,557,2134,578
20528,0.0,0.0055,3,3,False,False,510,1536,773
24043,0.0,0.013474,3,0,False,False,514,1599,267
24476,0.0,0.0055,3,0,False,False,515,1602,775
23774,0.0,0.0055,3,2,False,False,467,983,761
6224,0.0,0.012073,3,5,False,False,468,987,306
80491,0.0,0.011437,3,0,False,False,554,2104,333
80656,0.0,0.009984,3,0,False,False,555,2105,394
82666,0.0,0.011363,3,0,False,False,556,2107,337
74937,0.0,0.006244,3,0,False,False,551,2077,662
75318,0.0,0.007301,3,1,False,False,552,2081,549
28447,0.0,0.006013,3,4,False,False,469,993,679
6378,0.0,0.0055,3,3,False,False,470,994,762
78555,0.0,0.022397,3,0,False,False,553,2098,145
118873,0.0,0.0055,3,0,False,False,561,2200,785
940,0.0,0.013842,3,1,False,False,434,326,256
20178,0.0,0.013754,3,3,False,False,508,1513,259
38829,0.0,0.0055,3,3,False,False,509,1514,772
6220,0.0,0.016433,3,5,False,False,426,215,208
145176,0.0,0.006244,3,1,False,False,516,1613,659
65212,0.0,0.008067,3,1,False,False,517,1618,486
943,0.0,0.010785,3,2,False,False,435,330,365
74821,0.0,0.0055,3,0,False,False,550,2071,784
133563,0.0,0.007694,3,3,False,False,465,915,510
5454,0.0,0.0055,3,0,False,False,466,921,760
126920,0.0,0.031512,3,1,False,False,562,2218,100
69198,0.0,0.0261,3,1,False,False,547,2046,120
231198,0.0,0.023154,3,1,False,False,548,2047,138
70970,0.0,0.0061,3,4,False,False,549,2051,676
3084,0.0,0.005872,3,3,False,False,433,323,687
5069,0.0,0.011498,3,5,False,False,464,902,330
116528,0.0,0.01195,3,0,False,False,560,2193,310
142268,0.0,0.006866,3,3,False,False,545,2019,585
83449,0.0,0.006757,3,3,False,False,443,507,599
129042,0.0,0.006244,3,1,False,False,442,489,654
147870,0.0,0.0055,3,1,False,False,518,1629,776
27203,0.0,0.0055,3,0,False,False,519,1641,777
135766,0.0,0.007466,3,1,False,False,463,878,531
67584,0.0,0.005872,3,0,False,False,546,2039,703
50337,0.0,0.007145,3,3,False,False,472,1065,560
51909,0.0,0.0055,3,3,False,False,471,1038,763
135130,0.0,0.0055,3,3,False,False,415,64,752
289780,0.0,0.0055,3,4,False,False,417,98,753
263553,0.0,0.011107,3,2,False,False,473,1078,350
63812,0.0,0.0055,3,0,False,False,544,2009,783
61417,0.0,0.005872,3,1,False,False,543,1992,702
28851,0.0,0.011964,3,1,False,False,416,96,309
642621,0.200366,0.047099,3,0,False,False,593,6,69
645046,0.0,0.006701,3,1,False,False,594,2605,603
66794,0.0,0.0055,3,4,False,False,504,1478,768
18781,0.0,0.0055,3,0,False,False,505,1480,769
18811,0.0,0.0055,3,0,False,False,506,1482,770
74749,0.0,0.011561,3,2,False,False,444,536,324
18834,0.0,0.0055,3,2,False,False,507,1490,771
7297,0.0,0.007642,3,4,False,False,439,441,514
57948,0.0,0.006866,3,5,False,False,474,1092,583
134199,0.0,0.006701,3,0,False,False,563,2238,602
62274,0.0,0.008265,3,3,False,False,462,857,475
132806,0.0,0.006244,3,2,False,False,414,63,650
503877,0.0,0.0055,3,1,False,False,564,2259,786
56708,0.0,0.014953,3,0,False,False,542,1969,235
145384,0.0,0.006385,3,0,False,False,565,2272,634
18615,0.0,0.008336,3,5,False,False,438,365,471
63486,0.0,0.006385,3,5,False,False,459,787,630
503893,0.0,0.006244,3,2,False,False,418,117,651
55770,0.0,0.007048,3,0,False,False,541,1964,565
5075,0.0,0.014524,3,1,False,False,460,815,242
4274,0.0,0.0055,3,0,False,False,461,816,759
18536,0.0,0.007708,3,0,False,False,502,1462,509
18770,0.0,0.007444,3,0,False,False,503,1466,536
27543,0.0,0.006668,3,0,False,False,520,1654,606
16843,0.0,0.005872,3,1,False,False,501,1442,699
28249,0.0,0.0055,3,0,False,False,521,1664,778
28385,0.0,0.0055,3,0,False,False,522,1672,779
154023,0.0,0.007301,3,1,False,False,566,2290,550
154047,0.0,0.007301,3,1,False,False,567,2293,551
52003,0.0,0.006385,3,1,False,False,540,1939,632
58268,0.0,0.006385,3,1,False,False,478,1156,631
12359,0.0,0.006244,3,2,False,False,479,1158,657
11342,0.0,0.013958,3,3,False,False,475,1134,254
133615,0.0,0.005872,3,1,False,False,476,1137,691
97377,0.0,0.021672,3,1,False,False,477,1144,149
49843,0.0,0.006385,3,5,False,False,445,553,628
601462,0.0,0.0055,3,0,False,False,592,2564,790
28649,0.0,0.01932,3,0,False,False,523,1687,175
105856,0.0,0.007357,3,4,False,False,500,1429,543
162075,0.0,0.007901,3,1,False,False,569,2309,497
33412,0.0,0.006987,3,1,False,False,455,751,569
35863,0.0,0.007301,3,3,False,False,456,753,548
50354,0.0,0.010336,3,1,False,False,538,1923,380
123556,0.0,0.011375,3,1,False,False,539,1924,335
9515,0.0,0.030771,3,2,False,False,480,1190,104
12439,0.0,0.006244,3,3,False,False,432,295,653
52515,0.0,0.014447,3,2,False,False,457,759,243
641976,0.0,0.014228,3,3,False,False,458,761,248
166989,0.0,0.006987,3,0,False,False,570,2318,570
175256,0.0,0.0055,3,0,False,False,571,2325,787
753070,0.0,0.016103,3,2,False,False,572,2328,214
159084,0.0,0.007901,3,0,False,False,568,2302,496
578650,0.0,0.0055,3,0,False,False,589,2541,788
592993,0.0,0.0055,3,0,False,False,590,2549,789
28202,0.0,0.0055,3,4,False,False,427,228,754
521183,0.0,0.006385,3,0,False,False,584,2513,635
40,0.0,0.006929,3,1,False,False,422,176,574
